organisateur,coporteurs,etat_dossier,description_projet,zone_geo_projet,id_action,nom,description_action,lien_programme,est_dematerialisee,adresse,nom_commune,nom_departement,insee_dep,date_debut,date_fin,type_action_str,est_grand_public,public_cible_str,risque_cible_str,est_atelier_jeux,est_atelier_sensibilisation,est_conference,est_exercice_de_gestion_de_crise,est_exposition,est_formation,est_reunion_d_information,est_spectacle,est_visite_en_plein_air,est_visite_en_interieur,est_autre,est_tous_public,est_famille,est_jeune_public,est_seniors,est_risques_naturels,est_risques_technologiques,est_inondations,est_feux_de_foret,est_tempete_cyclone,est_seisme,est_eruption_volcanique,est_mouvement_de_terrain,est_risques_littoraux,est_avalanche,est_radon,est_accidents_industriels,est_accidents_nucleaires,est_rupture_de_barrage,est_transport_de_matieres_dangereuses,lat,lon
COMMUNE,CdA La Rochelle,accepte,"Le 10 octobre, afin de donner suite à l'exercice de submersion du précèdent mandat, une formation est organisée par la CDA sur la gestion des risque submersion, vague inondation crue à destination des agents et élus de la commune d'Aytré. Cette formation sera immédiatement suivie d'un exercice de gestion de crise. ",17-CHARENTE-MARITIME,13360313_A_1,Formation et exercice de gestion de crise ,"Dans la nuit du 27 au 28 février 2010, la tempête Xynthia a touché les côtes de l’agglomération rochelaise, provoquant 6 décès et plus de 280 millions d’euros de dégâts. L’épisode climatique a montré la vulnérabilité des biens et des personnes face au risque de submersion marine. Un Programme d’actions et de prévention des inondations - PAPI - a depuis été mis en œuvre par pour protéger les zones à risque de submersion.   Dans ce cadre et celui du Plan communal de sauvegarde déclenché en cas de risque majeur, une journée de Sécurité civile est organisée par la Ville d'Aytré, en collaboration avec la CdA de La Rochelle, le 10 octobre 2023. Le matin est consacré à une session de formation sur la gestion de crises, le Plan communal de sauvegarde et le risque de submersion marine. Elle s’adresse aux élus, aux responsables des services et agents concernés par la gestion de crise. Le bureau d’études BRL, qui avait accompagné l’exercice Alerte rouge de 2019, sera à la manœuvre. Un exercice semi-virtuel est prévu l’après-midi : une alerte submersion marine sera déclenchée, un Poste de Commandement Communal sera activé.",,False,Place des Charmilles 17440 Aytré,Aytré,Charente-Maritime,17,2023-10-10,2023-10-10,"Exercice de gestion de crise, Atelier sensibilisation, Réunion d'information",False,"Elu, Salarié","Inondations, Tempête/cyclone, Risques littoraux",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,46.133471,-1.115273
Service d'incendie et de secours,,accepte,"plateau de jeu interactif (support dématérialisé ou physique) destiné à faire connaitre au grand public les risques naturels, technologiques, attentats du département de la Charente-Maritime. Le jeu présente l'organisation des secours  en fonction des risques et les comportements à adopter par la population.",17-CHARENTE-MARITIME,13359003_A_1,séance de jeu,mise en oeuvre du plateau de jeu avec le public,https://www.sdis17.fr/,True,,,,,2023-10-09,2023-10-13,Atelier Jeux,True,Tous publics,"Inondations, Feux de forêt, Séisme, Mouvement de terrain, Risques littoraux, Accidents industriels, Accidents nucléaires, Transport de matières dangereuses",True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,,
EMERGENCES SECOURISME,,accepte,"Sensibiliser les populations (particuliers, entreprises, collectivités) aux principaux risques naturels du territoire. Inciter l’ensemble des citoyens à passer à l’action en vue de s’organiser pour préparer son kit de survie en cas d'évacuation ou de confinement. Concevoir un plan personnel de secours (plan de mise en sûreté familial, plan d’urgence de quartier), apprendre les gestes qui sauvent afin de réduire leur vulnérabilité face aux catastrophes naturelles.",972-MARTINIQUE,13389066_A_1,Tous résilients face aux risques,"Sensibiliser les populations (particuliers, entreprises, collectivités) aux principaux risques du territoire (cyclone, séisme, tsunami, éruption volcanique). Inciter l’ensemble des citoyens à passer à l’action en vue de s’organiser pour préparer le kit d’urgence et le plan de mise en sûreté (familial et entreprise) afin de réduire leur vulnérabilité face aux catastrophes naturelles et/ ou technologiques..",https://www.emergences-secourisme.org/tous-resilients-face-aux-risques-majeurs,False,Longvilliers Club - Petit manoir - 97232 LE LAMENTIN,Le Lamentin,Martinique,972,2023-10-16,2023-10-31,"Atelier sensibilisation, Formation",True,Tous publics,"Inondations, Tempête/cyclone, Séisme, Éruption volcanique, Radon",False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,14.612878,-60.996494
EMERGENCES SECOURISME GUADELOUPE,,accepte,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",971-GUADELOUPE,13390519_A_1,Tous résilients face aux risques,"Le projet vise à : -	Sensibiliser les populations aux risques qui les environnent. Informer et acculturer toutes les parties prenantes aux mesures qui permettent de réduire leur exposition au risque en cas de catastrophe naturelle ou technologique.  -	Inciter les populations à passer à l’action pour préparer : kit de survie en cas d'évacuation ou de confinement, plan personnel de secours (PMSF, plan d’urgence de quartier),  -	Former aux gestes qui sauvent via la réalité virtuelle.",https://www.emergences-secourisme.org/tous-resilients-face-aux-risques-majeurs,True,,,,,2023-10-02,2023-10-14,"Atelier sensibilisation, Formation",True,Tous publics,"Inondations, Tempête/cyclone, Séisme, Radon, Accidents industriels",False,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,,
SARL SEOLOG,,accepte,Il s'agit d'un logiciel LCDP65CPMI conçu pour aider les professionnels à appliquer les règles de construction paracyclonique et parasismique pour les maisons individuelles selon les règles simplifiées CPMi.,971-GUADELOUPE,13135004_A_1,Formation logiciel LCDP65 CPMI ,"Il s'agit du projet de dissémination de la formation sur le construction parasismique des maisons individuelles selon les règles simplifiées CPMi, à destination des architectes, ingénieurs et constructeurs de maisons individuelles ; grâce à l'utilisation du logiciel LCDP65 CPMI",https://lcdp65.com/,False,Hotel Arawak ,Le Gosier,Guadeloupe,971,2023-10-12,2023-10-14,"Formation, Conférence",False,"Salarié, Autres","Séisme, Tempête/cyclone",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,16.215086,-61.52413
SARL SEOLOG,,accepte,Il s'agit d'un logiciel LCDP65CPMI conçu pour aider les professionnels à appliquer les règles de construction paracyclonique et parasismique pour les maisons individuelles selon les règles simplifiées CPMi.,971-GUADELOUPE,13135004_A_2,Formation logiciel LCDP65 CPMI ,"Il s'agit du projet de dissémination de la formation sur le construction parasismique des maisons individuelles selon les règles simplifiées CPMi, à destination des architectes, ingénieurs et constructeurs de maisons individuelles ; grâce à l'utilisation du logiciel LCDP65 CPMI",https://lcdp65.com/,False,HOTEL LA Bateliere 97233 Schœlcher,Schœlcher,Martinique,972,2023-10-20,2023-10-22,"Conférence, Formation",False,"Autres, Salarié","Tempête/cyclone, Séisme",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,14.60809,-61.092014
syndicat mixte,,accepte,"En tant qu’EPTB AUDE (Etablissement Public Territorial de Bassin du bassin versant du fleuve Aude, de la Berre et du Rieu), le SMMAR ( Syndicat Mixte des Milieux Aquatiques et des Rivières) porte des programmes de sensibilisation du jeune public à la PREVENTION DES INONDATIONS.  Dans ce cadre-là,  pour la journée du 13 octobre prochain « tous résilients face au risque », nous avons mandaté une compagnie théâtrale de Lyon, ESSENTIEL EPHEMERE pour jouer sur notre territoire une pièce de Théâtre de Renaud Rocher sur le thème des inondations : « 16431-souvenirs d’avenir ». (http://www.theatre-risquesmajeurs.fr/16431_-_Souvenirs_davenir.html  ) et ainsi sensibiliser le jeune public et le grand public et les élus à la prévention des inondations via la CULTURE.  Ce spectacle sera suivi d'un débat et de la distribution d'objets a glisser dans son kit de sécurité a composer a son domicile quand on vit en zone inondable.",11-AUDE,13398711_A_1,théâtre/débat :  16431- souvenirs d'avenir,"2 représentations pour cette pièce de théâtre le 13 octobre 2023 : 1 horaire le matin pour le jeune public, 1 horaire en soirée pour les citoyens. description : Une pièce de théâtre pour sensibiliser les adolescents (de la quatrième à la terminale) et les adultes à l’impact des décisions politiques et économiques sur l’environnement (dérèglement climatique) ainsi qu’aux risques majeurs (principalement risque inondation). L’écriture et la création de la pièce de théâtre ont été financées par le Ministère de la Transition écologique via la Mission Interrégionale « Inondation Arc-Méditerranéen » (MIIAM) de la Direction Régionale de l’Aménagement et du Logement (DREAL) de zone de défense et de sécurité sud et de l’Institut Français des Formateurs Risques Majeurs et Protection de l’Environnement (IFFO-RME). Cette pièce a été présentée pour la première fois en octobre 2021 à Perpignan devant 250 lycéens et collégiens enthousiastes à l’occasion du rassemblement national des formateurs du réseau Rmé (Risques majeurs éducation). La forme théâtrale : pièce d’anticipation La notion de voyage dans le temps, présente dans l’histoire, permet pleinement de montrer les conséquences sur l’avenir des décisions prises aujourd’hui. La science-fiction, de manière générale, synthétise les angoisses d’une époque en les projetant dans un univers fictionnel cohérent, mais décalé dans le temps ou l’espace. En changeant de perspective et d’axe d’analyse, mais en faisant en sorte que les systèmes d’échos et de miroirs se multiplient entre les époques. Cette projection amplifiée permet l’alliance de l’imaginaire et de la réflexion et ainsi éveille la vigilance et l’esprit critique. Résumé court Depuis près d’un siècle, les dirigeants de l’Union Latine et Balkanique d’Europe gardent un précieux secret. L’existence d'une faille temporelle, permettant à des scientifiques, appelées Passagéra, de voyager dans le futur. Ces voyages permettent de rapporter l’état des lieux du monde trente et un an plus tard, en seulement trente et un jours. Mais depuis 17 ans, sans qu’ils ne sachent pourquoi, les Passagéra ne reviennent plus. CYLA est la première, mais elle semble partiellement amnésique, comme perdue entre deux mondes.  Une dystopie portée par six comédiens et deux musiciens live, nous invitant à réfléchir sur l’impact environnemental des décisions politiques et économiques, ainsi qu’à la responsabilité individuelle et collective... Les risques abordés De nombreux risques majeurs sont abordés dans la pièce : inondation, tempête, émanations chimiques. Avec notamment : Les bons comportements à adopter / les conduites dangereuses Les risques de réactions en chaîne (effet domino) Les mesures de prévention  Les mesures de sensibilisation / La mémoire collective des évènements passés",,False,"foyer théâtre,  2 Rue du Foyer, 11700 Douzens",Douzens,Aude,11,2023-10-13,2023-10-13,Spectacle,True,Tous publics,Inondations,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,43.18574,2.597007
Syndicat mixte des basses vallées angevines et de la Romme,,accepte,"Le SMBVAR, animateur du Programme d’actions de préventions des inondations des basses vallées angevines (PAPI des BVA), propose de piloter deux temps forts de sensibilisation au risque d’inondation : la journée de la résilience du 13 octobre 2023 et la commémoration des 30 ans de la crue de janvier 1995. Notre ambition est d’acculturer tous les citoyens au risque d’inondation, de préserver la mémoire des évènements passés, de s’inscrire dans la démarche de transition écologique, et de tendre vers une société plus résiliente face aux risques naturels et aux changements climatiques.",49-MAINE-ET-LOIRE,13343397_A_1,Déambulations matinales à vélo pour découvrir le lien entre les Angevins et la Maine,"Déambulation 1) animée par la ville d'Angers. Déambulation à vélo pour découvrir les repères de crues avec une vingtaine de personnes et un animateur selon un parcours urbain pré-défini (1h30). Objectif : découvrir l'histoire des crues sur Angers, le rapport entre rivière et urbanisation et visualiser les hauteurs d'eau passées. Grand public. Déambulation 2) animée par Loire Odyssée. Aussi à vélo, en bord de Maine pour parler de l'eau sous un prisme culturel. Lien entre religions, cultures, urbanisation et eau.",,False,Cale de la Savatte 49100 Angers,Angers,Maine-et-Loire,49,2023-10-13,2023-10-13,Visite en plein air,True,Tous publics,Inondations,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47.472329,-0.561395
Syndicat mixte des basses vallées angevines et de la Romme,,accepte,"Le SMBVAR, animateur du Programme d’actions de préventions des inondations des basses vallées angevines (PAPI des BVA), propose de piloter deux temps forts de sensibilisation au risque d’inondation : la journée de la résilience du 13 octobre 2023 et la commémoration des 30 ans de la crue de janvier 1995. Notre ambition est d’acculturer tous les citoyens au risque d’inondation, de préserver la mémoire des évènements passés, de s’inscrire dans la démarche de transition écologique, et de tendre vers une société plus résiliente face aux risques naturels et aux changements climatiques.",49-MAINE-ET-LOIRE,13343397_A_2,Balade urbaine sur la prise en compte du risque inondation dans l'aménagement du territoire,"Balade 3) organisée par Alter sur le quartier à économique mixte ""Saint-Serge"". L'enjeu est de visiter le quartier rénové qui relie zone industrielle/commerciale et nouveau quartier mixte, et problématiques inondations (débordement de cours d'eau Maine et petit affluent couvert). Public ciblé : les agents urbanistes d'Angers Loire Métropole et le grand public intéressé par la thématique.",,False,Avenue de la  Constitution 49100 Angers,Angers,Maine-et-Loire,49,2023-10-13,2023-10-13,"Visite en plein air, Formation",True,Tous publics,Inondations,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47.478888,-0.548189
Syndicat mixte des basses vallées angevines et de la Romme,,accepte,"Le SMBVAR, animateur du Programme d’actions de préventions des inondations des basses vallées angevines (PAPI des BVA), propose de piloter deux temps forts de sensibilisation au risque d’inondation : la journée de la résilience du 13 octobre 2023 et la commémoration des 30 ans de la crue de janvier 1995. Notre ambition est d’acculturer tous les citoyens au risque d’inondation, de préserver la mémoire des évènements passés, de s’inscrire dans la démarche de transition écologique, et de tendre vers une société plus résiliente face aux risques naturels et aux changements climatiques.",49-MAINE-ET-LOIRE,13343397_A_3,"Après la crue, la décrue et les déchets","Activité 4) organisée par le service ""Mission Participation Citoyenne"" d'Angers Loire Métropole l'après-midi pour sensibiliser la population au nettoyage des déchets post-crue. L'enjeu : nettoyer les bords de berge (cleanwalk), associer cette démarche citoyenne à des infrastructures spécifiques (inauguration de trois bacs à décrue). Implication des élus lors de l'inauguration. Invitation de classes pour la cleanwalk pour cibler directement les enfants et les familles.",,False,Cale de la Savatte 49100 Angers,Angers,Maine-et-Loire,49,2023-10-13,2023-10-13,Autre,True,"Famille, Jeune public",Inondations,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47.472329,-0.561395
Syndicat mixte des basses vallées angevines et de la Romme,,accepte,"Le SMBVAR, animateur du Programme d’actions de préventions des inondations des basses vallées angevines (PAPI des BVA), propose de piloter deux temps forts de sensibilisation au risque d’inondation : la journée de la résilience du 13 octobre 2023 et la commémoration des 30 ans de la crue de janvier 1995. Notre ambition est d’acculturer tous les citoyens au risque d’inondation, de préserver la mémoire des évènements passés, de s’inscrire dans la démarche de transition écologique, et de tendre vers une société plus résiliente face aux risques naturels et aux changements climatiques.",49-MAINE-ET-LOIRE,13343397_A_4,Animations pédagogiques et ludiques sur le risque d'inondation,"Multiples animations : 5) exposition à la maison des projets sur les missions du service GEMAPI et roll up promotionnels à l'office de tourisme ; 6) exposition en plein air sur le risque d'inondation (historiques des crues, ce qui faut faire avant, pendant, après) accompagné d'un livret de jeux pour les familles ; 7) animation par Loire Odyssée d'un bar à eau et d'une maquette hydraulique (système de confluences Maine/Loire, imperméabilisation des sols, ...)  ; 8) atelier secourisme avec l'ADPC49 et présentation de la réserve communale de sécurité civile de la ville d'Angers (présentation des missions en cas de crue) ; 9) table commémorative de janvier 1995 avec un classeur de témoignages (photos et textes) ; 10) ""maraudes pédagogiques"" animées par Culture Biome en ville pour aller au droit des gens et leur parler rivière, inondation, zone humide et tous sujets traitant de cette thématique (à caractère pédagogique et humoristique).",,False,Promenade Jean Turc 49100 Angers,Angers,Maine-et-Loire,49,2023-10-13,2023-10-13,"Atelier Jeux, Atelier sensibilisation, Exposition, Spectacle",True,Tous publics,Inondations,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47.471094,-0.559441
Syndicat mixte des basses vallées angevines et de la Romme,,accepte,"Le SMBVAR, animateur du Programme d’actions de préventions des inondations des basses vallées angevines (PAPI des BVA), propose de piloter deux temps forts de sensibilisation au risque d’inondation : la journée de la résilience du 13 octobre 2023 et la commémoration des 30 ans de la crue de janvier 1995. Notre ambition est d’acculturer tous les citoyens au risque d’inondation, de préserver la mémoire des évènements passés, de s’inscrire dans la démarche de transition écologique, et de tendre vers une société plus résiliente face aux risques naturels et aux changements climatiques.",49-MAINE-ET-LOIRE,13343397_A_5,Conférences tout en image sur les inondations à Angers,"En fin d'après-midi, trois temps ont lieu : 11) diffusion de capsules vidéos par le SMBVAR sur le jeu-vidéo ""Mission inondation"" et sur les ""idées reçues"" (voir la chaine youtube du smbvar) ; 12) diffusion de la vidéo ""Esprit sorcier"" sur le jumeau numérique d'Angers Loire Métropole (qui parle notamment du système de modélisation des crues) et questions/réponses avec le service en charge du projet (service ""Territoire intelligent"") ; 13) Conférence avec un historien, responsable des archives patrimoniales d'Angers, sur l'histoire de la ville et de son rapport à la rivière (1h30)",,False,7 Rue Plantagenêt 49100 Angers,Angers,Maine-et-Loire,49,2023-10-13,2023-10-13,Conférence,True,Tous publics,Inondations,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,47.47341,-0.555372
Mairie de Loisin,,accepte,"Le premier PCS de la commune à été validé en février 2023. Il est donc essentiel de proposer un rendez vous à nos administrés afin de leur présenter: des films de l'IRMa, les risques présent sur notre commune, le PCS et de l'organisation communale en cas de crise, le DICRIM, le site FF72, le registre des personnes vulnérables ainsi qu'un historique des évènement s'étant déroulés sur la commune de Loisin",74-HAUTE-SAVOIE,13355430_A_1,présentation du plan communal de sauvegarde et de l'organisation communale en cas de crise,"réunion publique de présentation du PCS, destinée à présenter aux administrés l'organisation communale en cas de crise",www.loisin.fr,False,Chemin du vallon 74140 Loisin,Loisin,Haute-Savoie,74,2023-10-12,2023-10-12,Conférence,True,Tous publics,"Inondations, Séisme, Mouvement de terrain, Tempête/cyclone, Transport de matières dangereuses",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,46.290518,6.310256
Mairie de Loisin,,accepte,"Le premier PCS de la commune à été validé en février 2023. Il est donc essentiel de proposer un rendez vous à nos administrés afin de leur présenter: des films de l'IRMa, les risques présent sur notre commune, le PCS et de l'organisation communale en cas de crise, le DICRIM, le site FF72, le registre des personnes vulnérables ainsi qu'un historique des évènement s'étant déroulés sur la commune de Loisin",74-HAUTE-SAVOIE,13355430_A_2,présentation du DICRIM et site FF72,apprendre aux administrés les comportements à adopter s'ils sont soumis à un risque majeurs et savoir où aller chercher ces informations,www.loisin.fr,False,Chemin du vallon 74140 Loisin,Loisin,Haute-Savoie,74,2023-10-12,2023-10-12,Conférence,True,Tous publics,"Inondations, Séisme, Tempête/cyclone, Mouvement de terrain, Transport de matières dangereuses",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,46.290518,6.310256
Mairie de Loisin,,accepte,"Le premier PCS de la commune à été validé en février 2023. Il est donc essentiel de proposer un rendez vous à nos administrés afin de leur présenter: des films de l'IRMa, les risques présent sur notre commune, le PCS et de l'organisation communale en cas de crise, le DICRIM, le site FF72, le registre des personnes vulnérables ainsi qu'un historique des évènement s'étant déroulés sur la commune de Loisin",74-HAUTE-SAVOIE,13355430_A_3,culture de la mémoire,"presentation de films de l'IRMa ""ça n'arrive pas qu'aux autres"" et retour sur les évènements majeurs qui ont eu lieu sur notre commune: inondation, glissements de terrains, arreté de catastrophes naturelles... sur la base de témoignages de témoins",www.loisin.fr,False,Chemin du vallon 74140 Loisin,Loisin,Haute-Savoie,74,2023-10-12,2023-10-12,Conférence,True,Tous publics,"Inondations, Séisme, Mouvement de terrain",False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,46.290518,6.310256
GrasseMat'Info,,accepte,"Proposer aux élèves des établissements scolaires du pays de Grasse, (collèges et/ou lycée) de rédiger des articles collectifs sur la culture du risque et donner des solutions positives, et publier ces articles dans notre journal associatifs",06-ALPES MARITIMES,13414311_A_1,"Résilience, j'écris ton nom","Face à un risque de séisme, ou d'inondation, les participants, collégiens ou lycées, écrivent un article sur la ""bonne conduite"" à tenir ",https://grassemat.info,False,collège simon Wiesenthal,Saint-Vallier-de-Thiey,Alpes-Maritimes,06,2023-09-28,2023-10-10,Atelier sensibilisation,False,Scolaire,Séisme,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,43.691438,6.869305
Syndicat Mixte Canche et Authie (Symcéa),,accepte,"Ce salon, en rassemblant les acteurs majeurs du territoire de la gestion des inondations, a pour objectif de sensibiliser le grand public sur l'importance de bien se préparer à faire face aux inondations. Pour ce faire, différentes animations proposerons aux visiteurs de se questionner : pourquoi et comment s’informer, quels sont les bons gestes à adopter, comment se protéger contre les inondations, connaître sa couverture assurantielle... Ainsi, le public enrichira sa culture du risque face aux inondations et prendra conscience de l'importance de la résilience sur son territoire.",62-PAS-DE-CALAIS,13220731_A_1,Ateliers d'informations et de sensibilisation,"Chaque participant proposera une activités permettant de présenter sa structure et ses missions face au risque inondation. La mise en forme des prestations sera variée et ludique : stand d'information/sensibilisation, ateliers participatifs, exposition, jeux de société, fablab, .... Sur un même lieu, le public aura donc l'occasion d'identifier les acteurs de la résilience et de son organisation sur son territoire. ",,False,Boulevard Militaire - Salle du Manège,Hesdin,Pas-de-Calais,62,2023-10-13,2023-10-14,"Atelier sensibilisation, Exposition, Atelier Jeux, Autre",True,Tous publics,Inondations,True,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50.376457,2.038792
Syndicat Mixte Canche et Authie (Symcéa),,accepte,"Ce salon, en rassemblant les acteurs majeurs du territoire de la gestion des inondations, a pour objectif de sensibiliser le grand public sur l'importance de bien se préparer à faire face aux inondations. Pour ce faire, différentes animations proposerons aux visiteurs de se questionner : pourquoi et comment s’informer, quels sont les bons gestes à adopter, comment se protéger contre les inondations, connaître sa couverture assurantielle... Ainsi, le public enrichira sa culture du risque face aux inondations et prendra conscience de l'importance de la résilience sur son territoire.",62-PAS-DE-CALAIS,13220731_A_2,Animations sur scène sur le risque inondation,"Ces actions seront préparées par les différents exposants. En effet, nous leur proposerons un temps d'échange sur scène afin de sensibiliser et d'interagir avec le public à travers différentes mises en forme : conférence, café débat, tables rondes, quiz, retour d'expérience, ... Un programme sera diffusé et détaillera les thématiques abordées (ex : « La gestion de crise : la mise en place d’un PCS » ; « Se préparer à une alerte : le PFMS » ; …). De plus, chaque passage pourra être diffusé en direct sur la plateforme Twitch ou les réseaux sociaux.",,False,Boulevard Militaire - Salle du Manège,Hesdin,Pas-de-Calais,62,2023-10-13,2023-10-14,"Conférence, Réunion d'information, Autre",True,Tous publics,Inondations,False,False,True,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,50.376457,2.038792
